    0.74505E-04    0.88536E+02
    0.10398E-03    0.12198E+03
    0.14512E-03    0.16804E+03
    0.20252E-03    0.23146E+03
    0.28265E-03    0.31871E+03
    0.39446E-03    0.43859E+03
    0.55052E-03    0.60289E+03
    0.76831E-03    0.82710E+03
    0.10723E-02    0.11310E+04
    0.14965E-02    0.15385E+04
    0.20885E-02    0.20766E+04
    0.29147E-02    0.27707E+04
    0.40678E-02    0.36352E+04
    0.44213E-02    0.38773E+04
    0.48055E-02    0.41290E+04
    0.52232E-02    0.43894E+04
    0.56771E-02    0.46575E+04
    0.61704E-02    0.49318E+04
    0.67067E-02    0.52108E+04
    0.72895E-02    0.54923E+04
    0.79230E-02    0.57740E+04
    0.86116E-02    0.60529E+04
    0.93599E-02    0.63258E+04
    0.10173E-01    0.65888E+04
    0.11057E-01    0.68378E+04
    0.12018E-01    0.70678E+04
    0.13063E-01    0.72736E+04
    0.14198E-01    0.74495E+04
    0.15432E-01    0.75895E+04
    0.16773E-01    0.76875E+04
    0.18231E-01    0.77375E+04
    0.19815E-01    0.77341E+04
    0.21537E-01    0.76727E+04
    0.23409E-01    0.75506E+04
    0.25443E-01    0.73670E+04
    0.27654E-01    0.71242E+04
    0.30057E-01    0.68283E+04
    0.32669E-01    0.64889E+04
    0.35508E-01    0.61198E+04
    0.38594E-01    0.57376E+04
    0.41948E-01    0.53603E+04
    0.45594E-01    0.50053E+04
    0.49556E-01    0.46857E+04
    0.53863E-01    0.44075E+04
    0.58544E-01    0.41665E+04
    0.63631E-01    0.39459E+04
    0.68598E-01    0.37429E+04
    0.73565E-01    0.35310E+04
    0.78532E-01    0.33014E+04
    0.83499E-01    0.30576E+04
    0.88466E-01    0.28098E+04
    0.93433E-01    0.25725E+04
    0.98400E-01    0.23586E+04
    0.10337E+00    0.21769E+04
    0.10833E+00    0.20301E+04
    0.11330E+00    0.19157E+04
    0.11827E+00    0.18268E+04
    0.12323E+00    0.17548E+04
    0.12820E+00    0.16902E+04
    0.13317E+00    0.16252E+04
    0.13814E+00    0.15548E+04
    0.14310E+00    0.14772E+04
    0.14807E+00    0.13939E+04
    0.15304E+00    0.13087E+04
    0.15800E+00    0.12261E+04
    0.16297E+00    0.11504E+04
    0.16794E+00    0.10843E+04
    0.17290E+00    0.10292E+04
    0.17787E+00    0.98436E+03
    0.18284E+00    0.94796E+03
    0.18781E+00    0.91729E+03
    0.19277E+00    0.88942E+03
    0.19774E+00    0.86178E+03
    0.20271E+00    0.83255E+03
    0.20767E+00    0.80098E+03
    0.21264E+00    0.76731E+03
    0.21761E+00    0.73254E+03
    0.22257E+00    0.69811E+03
    0.22754E+00    0.66545E+03
    0.23664E+00    0.61364E+03
    0.24611E+00    0.57236E+03
    0.25595E+00    0.53945E+03
    0.26619E+00    0.50891E+03
    0.27683E+00    0.47555E+03
    0.28790E+00    0.43910E+03
    0.29942E+00    0.40381E+03
    0.31139E+00    0.37381E+03
    0.32385E+00    0.34915E+03
    0.33680E+00    0.32628E+03
    0.35027E+00    0.30244E+03
    0.36428E+00    0.27853E+03
    0.37885E+00    0.25715E+03
    0.39400E+00    0.23877E+03
    0.40976E+00    0.22155E+03
    0.42615E+00    0.20444E+03
    0.44319E+00    0.18838E+03
    0.46092E+00    0.17413E+03
    0.57561E+00    0.10978E+03
    0.71885E+00    0.68138E+02
    0.89774E+00    0.41711E+02
    0.11211E+01    0.25221E+02
    0.14001E+01    0.15081E+02
    0.17486E+01    0.89285E+01
    0.21837E+01    0.52386E+01
    0.27271E+01    0.30487E+01
    0.34057E+01    0.17611E+01
    0.42532E+01    0.10106E+01
    0.53117E+01    0.57633E+00
    0.66335E+01    0.32685E+00
    0.82842E+01    0.18442E+00
    0.10346E+02    0.10356E+00
    0.12920E+02    0.57906E-01
    0.16135E+02    0.32247E-01
    0.20151E+02    0.17891E-01
    0.25165E+02    0.98913E-02
    0.31427E+02    0.54506E-02
    0.39248E+02    0.29941E-02
    0.49015E+02    0.16397E-02
    0.61212E+02    0.89524E-03
    0.76445E+02    0.48726E-03
    0.95468E+02    0.26431E-03
    0.11923E+03    0.14283E-03
    0.14889E+03    0.76827E-04
    0.18595E+03    0.41085E-04
    0.23222E+03    0.21805E-04
    0.29001E+03    0.11457E-04
    0.36217E+03    0.59424E-05
    0.45230E+03    0.30334E-05
    0.56486E+03    0.15218E-05
